egg_id,hatch_date,status
F98_2,07/04/2025,killed
F154_3,12/04/2025,killed
F70_12,12/04/2025,killed
F93_12,12/04/2025,killed
F175_20,12/04/2025,killed
F152_8,12/04/2025,killed
F159_5,12/04/2025,killed
F154_19,12/04/2025,killed
F175_1,12/04/2025,killed
F154_13,12/04/2025,killed
F154_20,12/04/2025,dead
F170_16,12/04/2025,killed
F154_8,12/04/2025,killed
F126_11,12/04/2025,killed
F70_13,12/04/2025,killed
F56_6,12/04/2025,killed
F176_9,12/04/2025,killed
F175_3,12/04/2025,killed
F93_15,12/04/2025,killed
F98_1,12/04/2025,killed
F154_15,12/04/2025,killed
F170_8,12/04/2025,killed
F118_10,12/04/2025,killed
F123_3,12/04/2025,dead
F56_15,12/04/2025,killed
F117_17,12/04/2025,killed
F126_1,12/04/2025,killed
F69_14,NA,missing
F140_17,13/04/2025,missing
F158_7,13/04/2025,killed
F154_17,13/04/2025,killed
F164_3,13/04/2025,killed
F152_3,13/04/2025,killed
F86_19,13/04/2025,killed
F180_11,13/04/2025,killed
F110_10,13/04/2025,killed
F176_8,13/04/2025,killed
F93_17,13/04/2025,killed
F170_3,13/04/2025,killed
F159_6,14/04/2025,killed
F93_13,14/04/2025,killed
F70_4,14/04/2025,killed
F125_12,14/04/2025,killed
F123_20,15/04/2025,killed
F154_5,15/04/2025,killed
F170_12,15/04/2025,killed
F139_1,15/04/2025,killed
F81_5,15/04/2025,alive
F175_4,15/04/2025,killed
F159_8,15/04/2025,killed
F70_20,16/04/2025,killed
F81_3,16/04/2025,alive
F176_20,16/04/2025,killed
F170_11,16/04/2025,alive
F180_5,16/04/2025,killed
F70_19,17/04/2025,alive
F105_5,17/04/2025,dead
F188_12,17/04/2025,killed
F154_9,18/04/2025,alive
F175_9,18/04/2025,dead
F180_12,19/04/2025,alive
F180_10,19/04/2025,alive
NA,20/04/2025,NA
NA,21/04/2025,NA
F117_5,22/04/2025,alive
F95_15,06/04/2025,killed
F73_5,07/04/2025,killed
F74_16,03/04/2025,killed
F96_17,07/04/2025,killed
F96_3,03/04/2025,killed
F96_8,03/04/2025,killed
F98_8,07/04/2025,killed
F95_2,06/04/2025,killed
